X,Y,Class
-4.089349962,4.540662651,1
1.203629563,-0.215886367,0
7.107478858,0.148103032,0
4.889108369,2.006123479,0
-0.063317455,-5.069677401,0
-1.187384344,1.02258105,1
6.343716884,-2.881138323,0
5.143131954,2.708310604,0
-5.094640682,-0.678550819,1
-2.690307411,0.006414679,1
4.021356382,-1.278174934,0
-0.752502802,-3.65954949,0
8.651208708,-0.40317943,0
5.143131954,2.708310604,0
-4.185953161,3.877325673,1
6.343716884,-2.881138323,0
-1.432527538,-3.791129784,0
4.954526361,0.8757812,0
-0.276806129,1.244683884,1
5.599404056,-0.958487206,0
-0.892720617,-6.063530751,0
5.292906057,-1.183186634,0
-2.53913542,-5.772507172,0
-0.438464328,-4.273682675,0
-1.792142412,3.382409186,1
5.292906057,-1.183186634,0
-1.188880328,3.720176351,1
-0.629321831,-1.00657795,1
-3.492349691,-0.759161248,0
0.986818021,0.618780449,1
0.360300555,-4.104080941,0
4.889108369,2.006123479,0
5.143131954,2.708310604,0
-4.529094161,0.252327841,1
-2.484630088,2.44707914,1
-1.311743846,4.895198871,1
5.292906057,-1.183186634,0
-2.496150569,1.853167124,1
-1.82166676,0.984604982,1
-3.085652928,0.072060524,1
-2.69779599,-1.100180219,0
4.021356382,-1.278174934,0
-2.148325652,2.042173028,1
0.063152464,-4.645767017,0
2.372615468,-1.496882636,0
-1.760824471,3.27298669,1
-3.248023363,3.105525079,1
7.550931884,2.83898588,0
-0.248811435,-2.042735065,0
-2.085267012,-4.019093008,0
4.889108369,2.006123479,0
6.343716884,-2.881138323,0
-3.960076907,2.669669461,1
5.599404056,-0.958487206,0
0.031112737,-2.669385227,0
5.143131954,2.708310604,0
-2.866640049,2.110228557,1
-0.863774402,2.802850892,1
-2.190555428,0.481611873,1
-2.480635275,-5.879870924,0
-3.099243787,1.351651792,1
-2.482295255,1.385394704,1
5.292906057,-1.183186634,0
5.292906057,-1.183186634,0
-1.629482754,0.850395804,1
-3.133671257,4.147511508,1
-0.004417623,-2.999320045,0
0.402547107,-0.885943551,0
2.164442894,-4.427578058,0
-0.473613262,-4.164175791,0
-0.009478182,-0.999282978,0
-3.585646368,1.902128415,1
-1.375724057,-4.391849432,0
-4.244952394,1.407147356,1
0.283923913,-3.587942683,0
-0.434699251,0.350822691,1
-0.863774402,2.802850892,1
-5.83272129,-0.964814799,1
-1.909023655,6.381058609,1
-4.116881764,2.014841872,1
4.889108369,2.006123479,0
0.95511914,-9.254032315,0
-1.90558154,1.283616671,1
4.021356382,-1.278174934,0
4.954526361,0.8757812,0
-3.334744375,3.618742002,1
-3.3355146,3.100404986,1
6.024590326,0.347451133,0
7.107478858,0.148103032,0
4.216199491,-1.074474769,0
-0.776013494,-5.084311292,0
-1.148973508,-5.978791115,0
5.229297916,0.307722949,0
-2.576637547,-2.311841747,0
-3.670956045,1.53438293,1
4.889108369,2.006123479,0
-5.878731119,0.591957477,1
-1.41708476,-3.674308122,0
-3.116996538,0.944358149,1
-2.160824598,1.139779063,1
-1.796243806,-3.084505368,0
0.047994443,5.219014338,1
-1.811945109,2.199462369,1
-1.369308827,1.008511972,1
-3.233282301,2.032078791,1
0.543657035,7.635977706,1
1.540079277,-0.873356968,0
-0.611740646,-2.787764598,0
-0.183926149,-4.339780383,0
7.853465834,9.090095235,0
5.292906057,-1.183186634,0
-1.745996542,-7.232952693,0
-2.845051641,3.588410806,1
7.218498247,1.274232653,0
-1.560056934,-5.328445641,0
-2.139375498,0.985763465,1
6.343716884,-2.881138323,0
-0.528129305,-1.299201418,1
7.107478858,0.148103032,0
-0.154867697,-5.214601836,0
-2.718105876,-0.85119982,1
1.592085566,3.087678072,1
-3.115664672,-3.259291092,1
-4.106811097,1.850831109,1
7.550931884,2.83898588,0
7.218498247,1.274232653,0
-4.127346203,2.624277661,1
-0.110929364,-6.077748255,0
7.218498247,1.274232653,0
4.889108369,2.006123479,0
-1.751737865,-1.583174109,1
-4.867819611,3.400985877,1
-5.032218681,1.023703428,1
-2.494154124,1.104245463,1
4.954526361,0.8757812,0
-1.305475433,-2.757204242,0
-1.354295788,-2.537863409,0
-4.142389811,0.770205308,1
-1.397034841,-4.462113613,0
-2.404272341,2.235158215,1
-1.955272866,3.141971623,1
4.889108369,2.006123479,0
-3.371970083,3.907588635,1
0.543657035,7.635977706,1
-1.66288808,1.073087215,1
-4.582183655,-0.182215692,1
-2.742799693,-1.643570793,0
5.229297916,0.307722949,0
-2.132392172,0.822101005,1
0.5352795,-3.396208326,0
-2.795613408,3.563378671,1
5.229297916,0.307722949,0
0.973362357,-2.336240865,0
-0.382652268,1.475691652,1
-1.451149541,1.869375521,1
-0.600448703,2.99462717,0
-1.319345673,-4.109996926,0
0.438873519,-3.098227036,0
5.229297916,0.307722949,0
7.107478858,0.148103032,0
-4.02469355,-2.011911302,1
-1.057747683,-6.195354473,0
-0.448354494,-3.90877001,1
-1.749249696,-3.68134687,0
-2.755630916,2.184734066,1
-0.454129446,3.970198935,1
0.097980907,-8.43875628,0
-1.336930604,-5.321172599,0
0.986818021,0.618780449,1
5.292906057,-1.183186634,0
0.459338671,-5.800180852,0
-3.539130732,4.978101055,1
7.107478858,0.148103032,0
-2.649022574,1.248479238,1
-1.606778924,0.543216341,0
-2.719472867,-0.910912374,1
-1.174512307,-2.125830513,0
-2.992658981,0.95432051,1
-0.923547712,4.132924138,1
7.031809982,10.95207928,1
-3.502381395,1.018509654,1
7.107478858,0.148103032,0
-0.802193767,-4.145261238,0
-1.085349593,-6.044453521,0
-1.516124126,-4.10537243,0
5.292906057,-1.183186634,0
-1.969654926,2.030445776,1
-1.27943634,-7.555400857,0
4.889108369,2.006123479,0
7.107478858,0.148103032,0
-2.099973372,2.980471225,1
5.143131954,2.708310604,0
-2.398486668,0.28643776,1
0.240654009,-4.370757683,0
-1.179639567,3.692158324,1
-1.587724165,-0.549191541,1
-3.982486235,1.169963088,1
-0.292447463,-3.29933704,0
4.021356382,-1.278174934,0
-4.176009692,-2.231080097,1
5.229297916,0.307722949,0
-1.572535355,0.035897709,1
-3.376943866,2.390893155,1
5.143131954,2.708310604,0
-3.775176416,0.920425706,1
-3.633386032,3.155988763,1
-5.105273897,1.199469792,1
0.897471314,4.458139331,1
4.954526361,0.8757812,0
8.651208708,-0.40317943,0
-4.397533728,1.30856757,1
-3.491415631,3.115437009,1
6.024590326,0.347451133,0
-1.419953881,-3.355314679,0
-2.252638558,5.486877113,1
-2.040721513,-3.639539576,0
4.216199491,-1.074474769,0
-4.476562719,2.963107921,1
7.550931884,2.83898588,0
-2.593344735,1.241392156,1
5.143131954,2.708310604,0
-2.887047235,-1.393699982,1
-1.971016334,-0.645452349,1
-3.143710321,1.205057157,1
-2.561974648,2.361459734,1
6.024590326,0.347451133,0
-1.790651662,1.653340601,1
-0.489122773,-4.288122406,0
-0.401674756,-2.694589749,0
-2.02421091,-5.878603746,0
0.156578723,-4.548345663,0
-3.670678296,3.709564718,1
-0.780740591,0.109784485,1
-0.967606627,-6.783163791,0
-1.441513245,3.276622109,1
-1.700641442,-3.456477263,1
-4.616150326,0.284034305,1
7.218498247,1.274232653,0
-1.71399119,-2.685284887,0
-3.638324215,0.165567494,1
-4.396930425,2.010059974,1
-3.244621567,1.252824925,1
0.898039531,-0.798000892,0
0.489357875,3.212672088,1
0.241558483,1.140114118,0
-2.579565861,-2.861598278,1
-3.834794988,2.364106863,1
-0.580448409,-3.592840643,0
4.889108369,2.006123479,0
-1.029586927,-3.414060841,0
-4.021443017,1.301556002,1
-2.38334211,3.392601663,1
-2.105022087,2.992043864,1
-2.601043543,4.03306422,1
0.032967079,-2.503850661,0
-2.300972055,0.512032829,1
-0.737191813,-5.934914765,0
7.107478858,0.148103032,0
7.107478858,0.148103032,0
-3.995797546,2.745566773,1
-3.814969258,4.119328579,1
5.143131954,2.708310604,0
-1.6741739,-0.352299031,1
4.954526361,0.8757812,0
6.343716884,-2.881138323,0
0.969318524,-2.835804428,0
4.889108369,2.006123479,0
0.604594347,-1.595285759,0
0.263510352,-6.408357084,0
-3.559881204,2.042125923,1
1.937338737,-3.243912112,0
0.666583239,-1.673572838,0
-2.737868201,-4.846759465,0
-1.186403299,2.534701939,1
-4.368383057,2.17913695,1
5.599404056,-0.958487206,0
-1.611338623,-2.006874407,1
5.279916296,-0.173757299,0
-2.923464366,0.238062702,1
-3.75904897,1.950985978,1
-2.381694424,2.934608633,1
0.792585605,1.884025374,1
1.072544756,-2.202012255,0
-0.481063977,2.733097247,1
-1.92555817,-6.937380074,0
-0.184088448,-3.297562471,0
-1.179639567,3.692158324,1
-3.570644484,1.35241788,1
-2.865168427,-0.229154843,0
5.229297916,0.307722949,0
-1.657442133,-4.700253434,0
-2.805797076,1.909663813,1
-1.503637104,-6.569615255,0
-4.674302391,3.075896557,1
5.143131954,2.708310604,0
-3.15848584,4.515462318,1
4.889108369,2.006123479,0
-2.530660142,-5.873002363,0
8.651208708,-0.40317943,0
-3.685055969,1.131811067,1
-2.496150569,1.853167124,1
-4.573386123,3.009284741,1
1.919174147,-2.485118709,0
-4.542017372,1.190406184,1
0.29097173,-2.176319242,0
-4.75254339,1.186892627,1
4.021356382,-1.278174934,0
-3.829126878,0.799025608,1
5.279916296,-0.173757299,0
-3.8733884,0.034580706,1
5.143131954,2.708310604,0
-2.7976872,2.856224797,1
-1.373024447,-1.103098176,0
-0.39068432,-0.226454457,1
-1.621130706,3.213307739,1
-3.053099102,2.713604492,1
5.279916296,-0.173757299,0
0.489357875,3.212672088,1
-0.079040623,-2.489276524,0
6.024590326,0.347451133,0
-2.879686197,-1.26520832,1
-3.916434858,1.773238404,1
-2.249845787,-1.444765397,0
-1.507496794,-5.147205898,0
7.550931884,2.83898588,0
2.229209898,3.41582775,1
-4.988151929,1.961032071,1
-3.302852726,1.351568707,1
-3.493081195,3.833209607,1
-0.915325955,-4.516079356,0
-0.583535892,-3.345708403,0
7.218498247,1.274232653,0
7.107478858,0.148103032,0
-4.523455402,-0.996409244,1
-1.58105279,-1.660227932,0
5.599404056,-0.958487206,0
-0.481063977,2.733097247,1
5.143131954,2.708310604,0
-3.957102018,1.489890978,1
5.279916296,-0.173757299,0
1.914684049,-3.778727988,0
-1.758023582,-3.635653627,0
0.101233395,-5.436439244,0
4.889108369,2.006123479,0
-1.838953634,-4.297765004,0
-0.18397091,-2.803421832,0
-2.17948901,4.264577721,1
1.594272175,-2.244019534,0
-4.552509098,0.890970128,1
-1.053659362,0.660343642,1
2.229209898,3.41582775,1
0.543657035,7.635977706,1
-4.071013593,3.227083453,1
-2.610852331,2.647411488,1
-0.466875267,-5.060980667,0
-2.82724182,0.025122359,1
-1.643472609,0.963581786,1
8.651208708,-0.40317943,0
-4.54986935,1.926937447,1
4.021356382,-1.278174934,0
4.021356382,-1.278174934,0
-1.927722695,-5.788782868,0
-3.363973782,1.100566079,1
6.343716884,-2.881138323,0
-0.136089431,-1.414646057,1
5.279916296,-0.173757299,0
4.954526361,0.8757812,0
-2.809246993,0.445372052,1
-1.23680352,0.318046604,1
-3.530652472,-1.935434033,1
-1.974710262,-0.574112362,1
4.889108369,2.006123479,0
-1.186537798,5.722356455,1
4.216199491,-1.074474769,0
-1.379512121,-4.460966354,0
5.279916296,-0.173757299,0
0.543657035,7.635977706,1
6.024590326,0.347451133,0
-2.029054184,0.532396217,1
5.599404056,-0.958487206,0
-3.549245378,1.672951683,1
0.730629435,-4.610051079,0
0.489357875,3.212672088,1
1.275845641,-1.676815098,0
-1.27088363,3.623512061,1
-1.860196983,1.426858575,1
0.792585605,1.884025374,1
5.143131954,2.708310604,0
7.107478858,0.148103032,0
-0.132722653,3.277609522,1
-1.401982993,1.441410039,1
-2.5923148,0.025410734,1
-4.254423637,-4.879502165,0
-2.23204458,3.452176718,1
-2.326046196,-5.435462587,0
0.249607856,0.586023358,1
-1.139144887,-4.488894996,0
-3.83418707,0.085374317,1
4.216199491,-1.074474769,0
-3.16649847,3.596728115,1
-5.035162134,-3.390612966,0
-1.541599586,-4.979979994,0
-0.49104529,-5.074217795,0
-0.681778349,-4.585504304,0
5.279916296,-0.173757299,0
7.218498247,1.274232653,0
-1.694249804,-8.073924111,0
7.218498247,1.274232653,0
6.343716884,-2.881138323,0
2.99699831,7.050602438,1
3.774242331,0.170014787,0
-1.511984941,-1.156515264,0
7.218498247,1.274232653,0
-2.229606545,-2.267792191,0
-3.881304236,3.550988872,1
0.873265116,-5.206277968,0
-1.569533008,-5.539708489,0
-0.804895263,-4.041304495,0
-0.382376777,-3.130800245,0
-2.256069447,3.370607173,1
-3.930557917,1.242879888,1
-0.346103482,-2.677736536,0
-1.292382471,4.818694519,1
-2.058125689,1.869946689,1
6.024590326,0.347451133,0
-1.870557126,-3.570889224,0
8.651208708,-0.40317943,0
-1.907286895,1.512207048,1
-2.35332517,2.0024031,1
-1.220349214,-2.998917424,0
-4.323907885,-0.781422173,1
-2.104784088,0.080892126,1
5.599404056,-0.958487206,0
-2.968148661,1.769709437,1
-3.742712375,1.91179031,1
-0.251548584,-0.084063283,1
-1.065484083,-5.053187581,0
-2.486013764,5.537681378,1
-0.566373643,-0.643897292,0
-0.570351086,3.30836721,1
-2.760436681,1.676355935,0
5.229297916,0.307722949,0
4.487148494,7.622334256,1
4.954526361,0.8757812,0
-1.755056047,3.89167643,1
-3.59209575,1.158510947,1
-0.133522445,-4.228118183,0
0.936350734,-3.587791914,0
7.550931884,2.83898588,0
5.292906057,-1.183186634,0
-4.443834582,1.995112814,1
5.599404056,-0.958487206,0
0.455339156,-5.893024136,0
5.292906057,-1.183186634,0
-3.550755298,1.7299903,1
-0.587429237,-3.091105949,0
8.651208708,-0.40317943,0
0.277814199,-4.418283109,0
-0.333003995,-3.711114773,0
-2.56879431,-1.089527544,1
-3.884512645,0.584570347,1
4.216199491,-1.074474769,0
4.954526361,0.8757812,0
-0.901731988,1.534060313,1
6.343716884,-2.881138323,0
4.54176088,4.225906816,0
-4.705647561,1.999231648,1
-3.309995211,-3.45133151,0
2.095807596,-7.464635703,0
4.954526361,0.8757812,0
8.098675643,6.026506835,0
-1.922739005,1.44599213,1
-4.709468223,2.62698987,1
4.889108369,2.006123479,0
6.343716884,-2.881138323,0
6.024590326,0.347451133,0
-0.830041427,-4.49112915,0
-5.56581389,-0.896133715,1
8.651208708,-0.40317943,0
-4.038262692,3.032233008,1
-2.147912235,5.096617815,1
-1.869531601,-1.135784498,1
5.279916296,-0.173757299,0
-0.574259165,1.71625056,1
4.487148494,7.622334256,1
-0.205373224,0.234918009,1
-3.91259624,-1.520021522,1
-3.230607847,0.546924443,1
1.55610771,-1.722677838,0
4.216199491,-1.074474769,0
5.292906057,-1.183186634,0
-3.518412718,0.622285311,1
0.383483478,-5.180908096,0
-2.708542732,2.141246544,1
-1.225437996,-6.812537861,0
-0.673085272,0.053077945,0
2.229209898,3.41582775,1
-6.366048488,1.952562839,1
-3.927228006,0.101030817,1
-5.625950058,3.016671231,1
4.021356382,-1.278174934,0
-4.682308386,2.122316061,1
-3.839680607,2.607089272,1
-1.410057994,1.889711976,1
-0.449490557,-3.345096957,0
-1.204842084,-4.51882444,0
-3.566669686,-2.804434155,1
-2.498264926,1.538921697,1
-2.58880114,-5.243799122,0
4.021356382,-1.278174934,0
-0.25064678,8.648450185,1
7.550931884,2.83898588,0
-1.23168033,-1.980455599,1
4.889108369,2.006123479,0
-2.973753167,3.288918896,1
-0.660528536,-8.7081945,0
7.550931884,2.83898588,0
0.67952002,-6.325401824,0
6.024590326,0.347451133,0
-1.481319947,-2.867172081,1
5.292906057,-1.183186634,0
-4.122385873,-1.407311404,1
-3.670678296,3.709564718,1
-1.892197293,-0.841718154,1
-2.830873569,0.747774432,1
5.143131954,2.708310604,0
8.651208708,-0.40317943,0
-3.94928773,3.380029039,1
4.954526361,0.8757812,0
-1.366390591,-3.878132381,0
0.421720518,-4.275938326,0
-1.120243404,-0.83076064,1
-1.262606668,-3.554848144,0
-2.316763404,-1.522466257,0
-0.863774402,2.802850892,1
-3.798221849,1.846200011,1
-3.338083468,0.064310349,1
5.229297916,0.307722949,0
7.550931884,2.83898588,0
5.279916296,-0.173757299,0
-2.407051389,-0.145427854,1
-5.772595716,0.752536945,1
-3.020513937,2.117601825,1
-3.04652697,1.277176668,1
-5.700939631,-0.331199401,1
8.651208708,-0.40317943,0
-3.192773664,-7.001444749,0
-1.616073188,-2.894693393,0
1.592085566,3.087678072,1
5.229297916,0.307722949,0
5.229297916,0.307722949,0
-1.161781736,-2.891399567,0
-3.667385131,1.927649361,1
-4.623008078,1.101852575,1
-3.352458829,-0.028705433,1
4.954526361,0.8757812,0
-0.863774402,2.802850892,1
-2.683033371,3.383498805,1
-5.712020398,2.328881737,1
-1.075696329,-3.847707244,0
-2.588686002,-0.188470912,1
-3.680709979,1.844108987,1
-5.007191147,4.316332134,1
-4.062633887,2.66798487,1
-2.836686404,-0.46439983,1
-1.247975493,-6.502822559,0
-2.955127937,-1.503505943,0
1.771449891,3.185350276,1
8.651208708,-0.40317943,0
-3.043106481,0.71978182,1
5.279916296,-0.173757299,0
-2.598823802,3.148983978,1
5.599404056,-0.958487206,0
-2.091048667,0.568257698,1
-5.749959822,-1.166430891,1
4.889108369,2.006123479,0
-3.72646701,-2.869840254,1
-3.86978387,3.532166317,1
0.43109543,-0.173359698,0
-2.796368803,0.701546812,1
5.599404056,-0.958487206,0
-3.190494356,2.2946767,1
4.889108369,2.006123479,0
-1.670422069,0.022864453,1
5.599404056,-0.958487206,0
4.216199491,-1.074474769,0
-3.924130464,0.383726582,1
-3.801855951,2.588958306,1
4.021356382,-1.278174934,0
-2.435782037,0.118599685,1
-0.412145751,1.835694723,1
-3.403481425,0.980373762,1
-2.869086889,2.729105021,1
-0.251023475,-1.889714161,0
-2.941753443,1.962408049,1
-4.980996479,3.562685069,1
-2.729785382,-0.284655237,1
-5.642201762,2.55579586,1
-1.477809141,-5.893535347,0
-4.775740183,2.18076361,1
-3.746100559,3.409841338,1
-3.74569147,1.03745419,1
-1.045994757,-4.97636153,0
-0.782203997,-3.820138287,0
-0.612705536,3.722477218,1
-0.565918942,0.336784197,1
-1.974864772,0.090744948,1
5.279916296,-0.173757299,0
1.412688654,-1.144612299,0
-1.081152829,-4.654428089,0
5.143131954,2.708310604,0
-1.778312685,0.315941515,1
-0.208399047,-3.801540844,0
-1.196163342,-2.061931063,1
7.550931884,2.83898588,0
-0.292664624,-7.174342404,0
0.792585605,1.884025374,1
-3.518403831,-0.637587824,1
5.229297916,0.307722949,0
-1.012740581,-7.888762906,0
-0.55324023,-1.872280069,0
-1.72897803,-4.873085116,0
-2.90627802,1.229215097,1
4.196447802,8.283738384,1
5.599404056,-0.958487206,0
-1.151022871,-5.833284311,0
-3.368009852,1.812213582,1
-1.363802029,-3.45393782,0
-0.44250508,-3.375041753,0
-2.332014124,-1.53978568,0
0.592717717,-3.667153706,0
-5.713040414,2.265609341,1
7.550931884,2.83898588,0
-1.525982327,1.553492636,1
-1.372433685,0.200512784,1
6.343716884,-2.881138323,0
-5.759614833,1.66079761,1
5.599404056,-0.958487206,0
0.157759351,-1.936720817,0
4.021356382,-1.278174934,0
-0.765776323,4.989253906,1
7.107478858,0.148103032,0
-0.25064678,8.648450185,1
-0.863774402,2.802850892,1
1.817374848,-0.892227345,0
-3.356067582,3.219189546,1
-2.533636309,2.448974773,1
5.229297916,0.307722949,0
0.078646835,-6.241137016,0
-0.206747649,-0.976147811,0
-1.718896269,-0.698135127,1
8.651208708,-0.40317943,0
-3.546395988,-0.835983067,1
-0.580346873,0.835049741,1
-5.067442915,0.89238546,1
-3.08512983,-1.492535858,1
-2.743485892,2.138987614,1
3.12557053,0.174840887,0
7.107478858,0.148103032,0
8.651208708,-0.40317943,0
-1.203938839,-0.66281401,1
-1.34145114,6.235951016,1
5.599404056,-0.958487206,0
-0.260955127,-1.702999064,0
-1.577509249,-0.056439292,0
-1.645314445,0.976424717,1
5.229297916,0.307722949,0
4.954526361,0.8757812,0
-1.311928339,0.170903297,1
4.021356382,-1.278174934,0
7.218498247,1.274232653,0
-3.158601644,0.014866678,1
3.061352404,4.03221928,1
7.550931884,2.83898588,0
-2.830912256,0.027318507,1
4.954526361,0.8757812,0
-0.678892755,-7.490767484,0
-1.0648523,2.381351536,1
4.889108369,2.006123479,0
-4.226826057,1.651852083,1
